name,category,address,phone,icon_url
Gobitte,Dünya Mutfağı,Meşrutiyet Mah. Karanfil Sok No:15/A Akay Çankaya ANKARA,03124334496,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Gobitte,Kebap/Türk Mutfağı,Meşrutiyet Mah. Karanfil Sok No:15/A Meşrutiyet Çankaya ANKARA,03124334496,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Good Beef,Sandwich/Tost/Burger,Bahçelievler Mah. Dögol Cad. No:63/A Akay Çankaya ANKARA,03121784942,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Görkem Süpermarket,Market Ürünleri,Ayrancı Mah. Hoşdere Cad. No:35/D Ayrancı Çankaya ANKARA,03122307050,http://ws.ticket.com.tr/iphone/images/icons/ST399.png
Gözde Pastanesi,Pasta/Tatlı,Balgat Mah. Ziya Bey Cad. No:28 Balgat Çankaya ANKARA,03122854171,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Guangzhou Wuyang Chinese Restaurant,Dünya Mutfağı,Remzi Oğuz Arık Mah. Bestekar Sok. No:88/B Kavaklıdere Çankaya ANKARA,03124276150,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Gupse Fırın Cafe,Sandwich/Tost/Burger,Emek Mah. Bişkek Cad. No:55/B Emek Çankaya ANKARA,0312312,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Guşgana Adana Kebapçısı,Kebap/Türk Mutfağı,Çayyolu Mah. 2432. Cad. No:116 Çayyolu Çankaya ANKARA,03124445676,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Güher Mantı ve Ev Yemekleri,Mantı,Aşağı Öveçler Mah. 1330 Sok. No:7/A Öveçler Öveçler Çankaya ANKARA,03124728772,http://ws.ticket.com.tr/iphone/images/icons/ST319.png
Gül Gözleme Ve Mantı,Mantı,Sağlık Mah. Ataç 1 Sok. No:1/C Çankaya Çankaya ANKARA,03125930642,http://ws.ticket.com.tr/iphone/images/icons/ST319.png
Güldür Ev Yemekleri,Ev Yemekleri,Kültür Mah. Ziya Gökalp Cad. Çaldıran Sok. Kızılay Çankaya ANKARA,03124317778,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Güllüoğlu,Pasta/Tatlı,Aziziye Mah. Cinah Cad. No:1149/A Çankaya Çankaya ANKARA,03124404855,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Güllüoğlu,Pasta/Tatlı,Güvenoğlu Mah. Güvenlik Cad. No:42 Çankaya Çankaya ANKARA,03123543162,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Güllüoğlu,Pasta/Tatlı,Kızılırmak Mah. Dumlupınar Bul. No:9D- 6 Çankaya Çankaya ANKARA,03122866333,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Gümüş Simit,Sandwich/Tost/Burger,Kızılırmak Mah. Ufuk ÜniverSitesi Cad. No:11/A Çankaya Çankaya ANKARA,03123871354,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hacı,Kokoreç,Anıttepe Mah. Gençlik Cad. No:101/D Çankaya Çankaya ANKARA,03122313978,http://ws.ticket.com.tr/iphone/images/icons/ST321.png
Hakiki Adanalı Dürüm Ve Şırdan,Kebap/Türk Mutfağı,Meşrutiyet Mah. Konur 2 Sok. No:30/C Çankaya Çankaya ANKARA,03124193356,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Halimbeyoğlu Unlu Mamulleri,Kebap/Türk Mutfağı,Çukurambar Mah. 1425. Cad. No:14/A-B Çukuranbar Çankaya ANKARA,03122856600,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hambuga Kasap Burger,Sandwich/Tost/Burger,Oğuzlar Mah. Ceyhun Atuf Kansu Cad. No:4 /B Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hamutçu Döner Lahmacun Tava,Kebap/Türk Mutfağı,Emek Mah. Bosna Hersek Cad. No:18/B Emek Çankaya ANKARA,03122136065,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hamzaoğlu,Sandwich/Tost/Burger,Meşrutiyet Mah. Selanik Cad. No:50/A Kızılay Çankaya ANKARA,03127303724,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Happy Moon's,Dünya Mutfağı,Panora AVM Kudüs Cad. No:74-75 Or-An Çankaya ANKARA,03124912484,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Harrbi,Kebap/Türk Mutfağı,Fakülteler Mah. Cemal Gürsel Cad. No:75/B Cebeci Fakülteler Çankaya ANKARA,03123636666,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Harrbi,Kebap/Türk Mutfağı,Remzi Oğuz Arık Mah. Tunalı Hilmi Cad. No:100/A Kavaklıdere Kavaklıdere Çankaya ANKARA,0312312,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hasan Usta Kebap,Kebap/Türk Mutfağı,Kızılırmak Mah. Ufuk Üniversitesi Cad. N Kızılırmak Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Haşimoğlu Pide Kebap,Kebap/Türk Mutfağı,Üniversiteler Mah.  1619 Sok. No:1/7 Çankaya Çankaya ANKARA,0312312,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
HD Döner,Kebap/Türk Mutfağı,Armada AVM   Armada AVM Beştepe Mah. Eskişehir Yolu Armada AVM No:6/183 Söğütözü Çankaya ANKARA,03122190214,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
HD İskender,Kebap/Türk Mutfağı,365 AVM   365 AVM Birlik Mah. No:41/2-24 Çankaya Çankaya ANKARA,03124500262,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
HD İskender,Kebap/Türk Mutfağı,Cumhuriyet Mah. Selanik Cad. No:7/B Kızılay Çankaya ANKARA,03124330500,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
HD İskender,Kebap/Türk Mutfağı,Meşrutiyet Cad. No:7-8-9-10 Kızılay Çankaya ANKARA,03124193950,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
HD İskender,Kebap/Türk Mutfağı,Ziya Gökalp Cad. No:18/2 Kızılay Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hicaz Pastanesi,Pasta/Tatlı,Kavaklıdere Mah. Atatürk Bul. No:46/D Sıhhıye Çankaya ANKARA,03122313033,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Hicaz Pastanesi,Pasta/Tatlı,Cumhuriyet Mah. Tunca Cad. No:14/A Kızılay Cumhuriyet Çankaya ANKARA,03124323231,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Hit The Circle,Dünya Mutfağı,Remzi Oğuz Arık Mah. Tunus Cad. No:50/C Kavaklıdere Çankaya ANKARA,03124683888,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Hmbrgr,Sandwich/Tost/Burger,Arcadium AVM Koru Mah. Ankaralılar Cad.  No:192/205 Çankaya Çankaya ANKARA,03127635122,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hmbrgr,Sandwich/Tost/Burger,Armada AVM Eskişehir Yolu Dumlupınar Bul.  No:51/189 Çankaya Çankaya ANKARA,03127635122,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hmbrgr,Sandwich/Tost/Burger,Atakule AVM Çankaya Mah Çankaya Cad.  No:1/B/97 Çankaya Çankaya ANKARA,03127635122,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hmbrgr,Sandwich/Tost/Burger,Azerbaycan Cad.3 Cadde No:7 Çankaya Çankaya ANKARA,03127635122,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hmbrgr,Sandwich/Tost/Burger,Cepa AVM Eskişehir Yolu 7 Km Mustafa Kem al Mah.2123 Sok Çankaya Çankaya ANKARA,03127635122,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hmbrgr,Sandwich/Tost/Burger,Gordion AVM Koru Mah. Ankaralılar Cad. 2. Kat  No:2A Çankaya Çankaya ANKARA,03127635122,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hmbrgr,Sandwich/Tost/Burger,Kavaklıdere Mah.İran Cad. No:8/A Çankaya Çankaya ANKARA,03127635122,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hmbrgr,Sandwich/Tost/Burger,Mutlukent Mah. 1933 Cad. No:5 Çankaya Çankaya ANKARA,03127635122,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hmbrgr,Sandwich/Tost/Burger,Üniversiteler Mah.1597 Sok.Bilkent Cente Çankaya Çankaya ANKARA,03123496727,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hosta,Kebap/Türk Mutfağı,Barbaros Mah. Tuna Hilmi Cad. No:93/B Barbaros Çankaya ANKARA,03124330324,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hosta,Kebap/Türk Mutfağı,Cumhuriyet Mah. Sakarya Cad. No:10/B Çankaya Çankaya ANKARA,03124330324,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hosta,Kebap/Türk Mutfağı,Cumhuriyet Mah. Sakarya Cad. No:6/A Çankaya Çankaya ANKARA,03124330324,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hosta,Kebap/Türk Mutfağı,Kurumlar Cad. No:2 Çankaya Çankaya ANKARA,03124330324,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hosta,Kebap/Türk Mutfağı,Yukarı Bahçelievler Mah. 7.Cad. No:16/A Çankaya Çankaya ANKARA,03124330324,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hosta,Kebap/Türk Mutfağı,Gordion Avm. Koru Mah. Ankaralılar Cad. Çankaya Çankaya ANKARA,03122368373,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hosta Döner,Kebap/Türk Mutfağı,Kent Park AVM   Kent Park AVM Mustafa Kemal Mah. No:164/55 Söğütözü Çankaya ANKARA,01111111111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hosta Piknik,Kebap/Türk Mutfağı,Emek Mah. 8. Cad. 15. Sok. No:46 Bahçelievler Çankaya ANKARA,03124354026,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hosta Piknik,Kebap/Türk Mutfağı,Kızılay Mah. Necati Bey Cad. Kızılay Çankaya ANKARA,03122303712,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hosta Piknik,Kebap/Türk Mutfağı,Cumhuriyet Mah. Sakarya Cad. No:18/C Kızılay Çankaya ANKARA,03124318866,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hot Doner,Kebap/Türk Mutfağı,Balgat Mah. Ziyabey Cad. No:55/A Balgat Çankaya ANKARA,03122200619,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Hüdaverdi Pasta Cafe,Sandwich/Tost/Burger,Öveçler Mah. Sokullu Mehmet Paşa Cad. Mimar Sok. No:112/B Yukarı Öveçler Çankaya ANKARA,03124791818,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Hüdaverdi Pastaneleri,Pasta/Tatlı,Kültür Mah. Ziya Gökalp Cad. No:44/A Kültür Çankaya ANKARA,03124319334,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Hüdaverdi Pastanesi,Pasta/Tatlı,Çukurambar Mah. 48. Cad. 30. Sok. No:22 Balgat Çankaya ANKARA,03122846696,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
If Sokak,Dünya Mutfağı,Remiz Oğuz Arık Mah. Tunus Cad. No:46/2 Kavaklıdere Remzioğuz Çankaya ANKARA,03124270070,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Insıde Coffee Co Gıda Ve Kahve,Kahve,Barbaros Mah. Güniz Sk. No:13/A Barbaros Çankaya ANKARA,03129481564,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
İmza Bir Tost,Kebap/Türk Mutfağı,Üniversiteler Mah. 1597 Cad. No:3/80 Bilkent Çankaya ANKARA,03127828533,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
İmza Bir Tost,Sandwich/Tost/Burger,Kızılırmak Mah.1443 Cad.No:25/B5 1071 Ankara Usta Plaza Çankaya Çankaya ANKARA,03127828533,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
İmza Bir Tost,Sandwich/Tost/Burger,Koru Mah. Ankaralılar Cad. Gordion Konutları A4 Blok No:6/4 Ortadoğu Çankaya ANKARA,03127828533,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
İmza Bir Tost,Sandwich/Tost/Burger,Maidan İş Merkezi Mustafa Kemal Mah. C Blok No:189/190 Çankaya Çankaya ANKARA,03127828533,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
İnci Süpermarket,Market Ürünleri,Kavaklıdere Mah. Bestekar Sok. Kavaklıdere Çankaya ANKARA,03124257363,http://ws.ticket.com.tr/iphone/images/icons/ST399.png
İrish Luck,Dünya Mutfağı,Mustafa Kemal Mah. Dumlupınar Bul. No:26 Çankaya Çankaya ANKARA,03122205352,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Jale Türk Mutfağı,Ev Yemekleri,Barbaros Mah. Bülten Sok. No:1/C Kavaklıdere Çankaya ANKARA,03124661017,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Jasminmade,Sandwich/Tost/Burger,Öncebeci Mah. Cevher Sok. No:11/A Ortadoğu Çankaya ANKARA,03128637913,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Juan Valdez,Pasta/Tatlı,Eti Mah.Celal Bayar Blv.No:78 Ankara Tren Garı Çankaya Çankaya ANKARA,03122084413,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Kafes Fırın,Pasta/Tatlı,Söğütözü Mah. D200 Eskişehir Yolu 5. Km Söğütözü Çankaya ANKARA,03122869500,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Kahve Dünyası,Kahve,Ankara 365 AVM Birlik Mah. 428. Cad. No Çankaya Çankaya ANKARA,03124500430,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Kahve Dünyası,Kahve,Ankara Armada AVM Eskişehir Yolu No:6 K: Söğütözü Çankaya ANKARA,03122191819,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Kahve Dünyası,Kahve,Büyükesat Mah. UĞur Mumcu Cad. No:71 Çankaya Çankaya ANKARA,03124379956,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Kahve Dünyası,Kahve,İran Cad. no:8 A-B Blok Kavaklıdere Kavaklıdere Çankaya ANKARA,03124714360,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Kahve Dünyası,Kahve,Mustafa Kemal Mah.2123 Cad.No:2/Z-03 Çankaya Çankaya ANKARA,03122440700,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Kahve Dünyası,Kahve,Namık Kemal Mah.Kumrular Cad.95.Sok.B1-2 Çankaya Çankaya ANKARA,03122440700,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Kahve Dünyası,Kahve,Türkiye Cumhuriyeti Ekonomi Bakanlığı Sö Söğütözü Çankaya ANKARA,03122865254,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Kahve Dünyası,Kahve,Yukarı Bahçelievler Mah. Akşabat Cad. No:64 Çankaya Çankaya ANKARA,03122440700,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Kahveci,Kebap/Türk Mutfağı,Kızılay Mah. Selanik Cad. No:17/B Kızılay Çankaya ANKARA,03124171707,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kahveci Hacıbaba,Sandwich/Tost/Burger,Çamlıtepe Mah. Cemal Gürsel Cad. No:46/B Kurtuluş Çankaya ANKARA,03124345558,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kahveci Hacıbaba,Pizza,Kızılırmak Mah. Muhsin Yazıcığlu Cad. 1425. Sok. No:30/E Çukuranbar Çankaya ANKARA,03122203636,http://ws.ticket.com.tr/iphone/images/icons/ST312.png
Kahveci Hacıbaba,Dünya Mutfağı,Kızıla Mah. Selanik Cad. No:27/A Kocatepe Çankaya ANKARA,03129242933,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Kahveci Paşazade,Pasta/Tatlı,Fakülteler Mah. Cemal Gürsel Cad. No:35 Çankaya Çankaya ANKARA,03124188808,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Kahveci Paşazade,Sandwich/Tost/Burger,Meşrutiyet Mah. Meşrutiyet Cad. Karanfil Sok. No:22/A Meşrutiyet Çankaya ANKARA,03124188808,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kajun Bring More,Dünya Mutfağı,Mutlukent Mah.1949 Sok.No:3 Çankaya Çankaya ANKARA,03122352205,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Kajun To Go,Dünya Mutfağı,Yaşamkent Mah. 3250 Cad. No:26/Cb Çankaya Çankaya ANKARA,03121000507,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Kajun Togo,Sandwich/Tost/Burger,Bahçelievler Mah. Azerbeycan Cad. No:13/A Bahçelievler Çankaya ANKARA,03129835611,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kal Bianco Ticaret,Kahve,Anıttepe Mah. Onur Cad. No:63/B Anıttepe Çankaya ANKARA,03121598276,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Kanatçı Sarı,Kebap/Türk Mutfağı,Oğuzlar Mah. 1367. Sok. No:5/A Çankaya Çankaya ANKARA,03123154321,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Karadeniz Pide,Pide,Emek Mah. Bosna Hersek Cad. No:26/A Çankaya Çankaya ANKARA,03122222299,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Karadeniz Pide Kebap,Kebap/Türk Mutfağı,Güzeltepe Mah. Mesnevi Sok. No:13/B Çankaya Çankaya ANKARA,03124405179,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Karafaki,Deniz Mahsulleri,Mustafa Kemal Mah. Maidan İş ve Yaşam Merkezi 2118. Cad. No:4A/180 Mustafa Kemal Çankaya ANKARA,03125027272,http://ws.ticket.com.tr/iphone/images/icons/ST301.png
Karafakihane,Dünya Mutfağı,Mustafa Kemal Mah. 2118 Cad. No:4/182 Söğütözü Mustafa Kemal Çankaya ANKARA,03125575555,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Kardelen Süpermarket,Market Ürünleri,Harbiye Mah. Karşıyaka Sokak No:32/20-22 Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST399.png
Kardelen Süpermarket,Market Ürünleri,İlkadım Mah. Dikmen Cad. No:241/11 Dikmen Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST399.png
Kardens Lokantası,Pide,İzmir 2. Cad. No:43 Kızılay Çankaya ANKARA,03124199733,http://ws.ticket.com.tr/iphone/images/icons/ST307.png
Karum Çay Evi,Kahve,Karum Avm. Gaziosmanpaşa Mah. İran Cad. Çankaya Çankaya ANKARA,03122940062,http://ws.ticket.com.tr/iphone/images/icons/ST400.png
Kasap Izgara,Kebap/Türk Mutfağı,Emek Mah. Kazakistan Cad. No:74/C Emek Emek Çankaya ANKARA,03122220777,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kaşar Tost,Sandwich/Tost/Burger,Yıldızevler Mah. Turan Güneş Blv. No:19/ B Yıldız Çankaya ANKARA,03123725727,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kaşıkhane Mantı ve Gözleme Ev Yemekleri,Mantı,Esatoğlu Mah. Bardacık Sok. No:68/B Esatoğlu Çankaya ANKARA,03124259597,http://ws.ticket.com.tr/iphone/images/icons/ST319.png
Kaymaklava,Pasta/Tatlı,Mustafa Kemal Mah. 2118 Cad. No:188 Söğütözü Mustafa Kemal Çankaya ANKARA,03123530153,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Kaymaklava,Pasta/Tatlı,Prof Ahmet Taner Kışlalı Mah. 2873 Cad. Çayyolu Çankaya ANKARA,03122254300,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Kaymaklava,Pasta/Tatlı,Barboros Mah.Esat Cad.No:114/4 Çankaya Çankaya ANKARA,03124467089,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Kayseri Mutfağı,Ev Yemekleri,PaNora AVM Turan Güneş Bul. No:182 Or-An Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Kayseri Mutfağı,Kebap/Türk Mutfağı,Çankaya Mah. Çankaya Cad. No:1/B No:59 Çankaya Çankaya ANKARA,03123353838,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kebap 49,Kebap/Türk Mutfağı,Remzi Oğuz Arık Mah. Kavaklıdere Çankaya ANKARA,03124674949,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kebap 49,Kebap/Türk Mutfağı,Yücetepe Mah. Necati Bey Cad. Sıhhıye Çankaya ANKARA,03122295767,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kebap 9,Kebap/Türk Mutfağı,Fakülteler Mah. Cemal Gürsel Cad. Kutlugün Sok. Cebeci Çankaya ANKARA,03123192816,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kebap Sefası,Kebap/Türk Mutfağı,Aşağıöveçler Mah. 1314. CadNo:32/25 Dikmen Çankaya ANKARA,03124728384,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kebo Diyet Düşmanı,Kebap/Türk Mutfağı,Yukarı Bahçelievler Mah. Aşkabat Cad. 69. Sok. No:34/B Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Keffçe,Ev Yemekleri,Kızılırmak Mah. 1443. Sok. No:51/B Çukuranbar Çankaya ANKARA,03122861068,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Keffçe,Kebap/Türk Mutfağı,Bilkent Station AVM Üniversiteler Mah. No:3/77 Çankaya Çankaya ANKARA,03125411010,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kekik Ev Yemekleri Döner Evi,Kebap/Türk Mutfağı,Kızılay Mah. Necatibey Cad. Elgün Sok. No:3/A Kızılay Kızılay Çankaya ANKARA,0312312,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kells' Pub,Sandwich/Tost/Burger,Yıldızevler Mh. 708. Cd. No:4A Çankaya Ankara Yıldızevler Mh. Çankaya ANKARA,03124404099,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kent Park Cook Shop,Dünya Mutfağı,Kentpark Avm Mustafa Kemal Mah.Eskişehir Yolu No:164 Çankaya Çankaya ANKARA,03124897215,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Kes 1 Döner,Kebap/Türk Mutfağı,Oran Mah. Kudüs Cad.No:3/224 Çankaya Çankaya ANKARA,03124919202,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kes 1 Döner,Kebap/Türk Mutfağı,Panora AVM Oran Mah. Kudüs Cad.No:3/226 Or-An Çankaya ANKARA,03124919202,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Keskinler İskender,Kebap/Türk Mutfağı,"Barbaros Mah. Tunalı Hilmi Cad. No:108/A, Kavaklıdere Çankaya ANKARA",03124661491,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kırık Oklava Gözleme Mantı,Pasta/Tatlı,Cebeci Mah. Cemal Gürsel Cad. Geçit Sok. No:16/C Cebeci Çankaya ANKARA,03123632182,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Kırkfırın,Sandwich/Tost/Burger,Koru Mah. Ankaralılar Cad. No:6/1 H Çankaya Çankaya ANKARA,03122567878,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kıtır Pılıç Restaurant,Sandwich/Tost/Burger,Tunalı Hilmi Cad. No: 114/K Çankaya Çankaya ANKARA,05512183384,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kıtır Piliç Restaurant,Kebap/Türk Mutfağı,Barbaros Mah. Tunalı Hilmi Cad. No:114/24 Kavaklıdere Çankaya ANKARA,03124686911,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kıtır Piliç Restaurant,Sandwich/Tost/Burger,Remzi Oğuz Arık Mah. Atatürk Bul. No:237/24 Kavaklıdere Çankaya ANKARA,03124274444,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kim 7 Kumrucu Fast Food,Sandwich/Tost/Burger,Korkutreis Mah. Sezenler Cad. No:10/B Çankaya Çankaya ANKARA,03129008605,http://ws.ticket.com.tr/iphone/images/icons/ST302.png
Kişniş Anadolu Lezzetleri,Ev Yemekleri,Kuzu Efect Avm. Oran Mah. Zülfü Tiğer Ca Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Klas Pastanesi,Pasta/Tatlı,Murat Mah. Bağlar Cad. Yavuzevler Sok. No:2/B Gaziosmanpaşa Çankaya ANKARA,03124471666,http://ws.ticket.com.tr/iphone/images/icons/ST305.png
Kocatepe Kahve Evi,Kebap/Türk Mutfağı,Meşrutiyet Mah. Selanik Cad. No:26/B Kızılay Çankaya ANKARA,03124330004,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kokocemk Kokoreç,Kebap/Türk Mutfağı,Yaşamkent Mah.3158 Cad.No:3/A Çayyolu Çankaya ANKARA,03127432583,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kolcuoğlu Döner,Kebap/Türk Mutfağı,Gordion AVM Koru Mah. Ankaralılar Cad. No:2/A 110 Çankaya Çankaya ANKARA,03129266767,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Kolcuoğlu Döner,Kebap/Türk Mutfağı,Kentpark AVM Mustafa Kemal Mah. 2123. Cad. No:81/1B1 Mustafa Kemal Çankaya ANKARA,03129266767,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Koliba,Dünya Mutfağı,Meşrutiyet Cad. Karanfil Sok. No:38/A Meşrutiyet Çankaya ANKARA,03124177677,http://ws.ticket.com.tr/iphone/images/icons/ST308.png
Komagene,Çiğköfte,Kocatepe Mah. Selanik Cad. No:63/B Kızılay Çankaya ANKARA,03120558491,http://ws.ticket.com.tr/iphone/images/icons/ST322.png
Konakbay,Ev Yemekleri,Taurus Avm. İşçi Blokları Mah. Mevlana B Çankaya Çankaya ANKARA,03121111111,http://ws.ticket.com.tr/iphone/images/icons/ST303.png
Konyalı Hacı Usta,Kebap/Türk Mutfağı,Cevizlidere Mah. 1238 Cad. No:1/A Balgat Cevizlidere Çankaya ANKARA,03124724959,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Köfteci Ramiz,Köfte,Taurus AVM Konya Yolu Cad. No:190/B-419 Balgat Çankaya ANKARA,03122200000,http://ws.ticket.com.tr/iphone/images/icons/ST324.png
Köfteci Yusuf,Kebap/Türk Mutfağı,Ankara 365 AVM Birlik Mah. 428 Cad. No:41/209 Çankaya Çankaya ANKARA,03124446162,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Köfteci Yusuf,Kebap/Türk Mutfağı,Prof Dr. Ahmet Taner Kışlalı Mah. Alaçatı Cad. No:44/A Çankaya Çankaya ANKARA,03124446162,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Köfteci Yusuf,Kebap/Türk Mutfağı,Söğütözü Mah. Söğütözü Cad. D Blok Apt. No:22 Çankaya Çankaya ANKARA,03124446162,http://ws.ticket.com.tr/iphone/images/icons/ST310.png
Köfteci Yusuf,Köfte,ETİ MAH.CELAL BAYAR BUL.NO:45A Çankaya Çankaya ANKARA,03124446162,http://ws.ticket.com.tr/iphone/images/icons/ST324.png
